rechnung_id,bestell_id,bestelldatum,lieferant,kategorie,material_id,menge,stueckpreis,gesamtbetrag,lieferzeit_tage,anomalie_typ,Flag_DoppelteRechnung,Flag_Preisabweichung,Flag_KnappUnterGrenze,Flag_Auftragssplitting,Flag_Regel,ML_Score,Flag_ML,Erkennungsquelle
INV-100459,PO-500459,2024-09-18,Delta Elektronik,Rohmaterial,MAT-1046,61,8.99,548.39,7,normal,False,False,False,False,False,0.1433723688180472,False,unauffaellig
INV-100160,PO-500160,2024-11-06,Alpha Components GmbH,Logistik,MAT-1063,63,285.3,17973.9,19,normal,False,False,False,False,False,0.06957353707102604,False,unauffaellig
INV-100276,PO-500276,2024-09-09,Epsilon Rohstoffe,Bueromaterial,MAT-1014,151,18.87,2849.37,9,normal,False,False,False,False,False,0.14742313080376584,False,unauffaellig
INV-100191,PO-500191,2024-05-17,Eta Industriebedarf,Logistik,MAT-1071,197,414.3,81617.1,13,normal,False,False,False,False,False,-0.07692550431803702,True,nur ML
INV-100385,PO-500385,2024-11-20,Eta Industriebedarf,Verpackung,MAT-1081,4,2.91,11.64,2,normal,False,False,False,False,False,0.05714228158032453,False,unauffaellig
INV-100413,PO-500413,2024-07-03,Epsilon Rohstoffe,Rohmaterial,MAT-1063,35,8.87,310.45,12,normal,False,False,False,False,False,0.16852588339455649,False,unauffaellig
INV-100491,PO-500491,2024-02-04,Eta Industriebedarf,Werkzeuge,MAT-1094,89,47.34,4213.26,5,normal,False,False,False,False,False,0.11723320074072258,False,unauffaellig
INV-100343,PO-500343,2024-11-20,Eta Industriebedarf,Bueromaterial,MAT-1090,88,6.75,594.0,11,normal,False,False,False,False,False,0.17205406454215766,False,unauffaellig
INV-100308,PO-500308,2024-07-06,Gamma Logistik AG,Rohmaterial,MAT-1019,62,7.43,460.66,20,normal,False,False,False,False,False,0.15534245217126091,False,unauffaellig
INV-100130,PO-500130,2024-07-25,Alpha Components GmbH,Verpackung,MAT-1041,62,1.92,119.04,9,normal,False,False,False,False,False,0.16017414732043717,False,unauffaellig
INV-100099,PO-500099,2024-02-03,Eta Industriebedarf,Bueromaterial,MAT-1018,74,17.78,1315.72,8,normal,False,False,False,False,False,0.147561555182463,False,unauffaellig
INV-100372,PO-500372,2024-10-09,Zeta Verpackung,Bueromaterial,MAT-1028,182,18.82,3425.24,12,normal,False,False,False,False,False,0.1481004498120208,False,unauffaellig
INV-100087,PO-500087,2024-06-10,Alpha Components GmbH,Logistik,MAT-1030,63,203.92,12846.96,16,normal,False,False,False,False,False,0.11130584296047724,False,unauffaellig
INV-100458,PO-500458,2024-07-04,Zeta Verpackung,Logistik,MAT-1037,136,359.79,48931.44,18,normal,False,False,False,False,False,0.014840013056010792,False,unauffaellig
INV-100330,PO-500330,2024-08-17,Eta Industriebedarf,Logistik,MAT-1036,74,327.58,24240.92,7,normal,False,False,False,False,False,0.02702036907120864,False,unauffaellig
INV-100214,PO-500214,2024-12-20,Delta Elektronik,Bueromaterial,MAT-1052,122,18.6,2269.2,15,normal,False,False,False,False,False,0.17935875253465056,False,unauffaellig
INV-100466,PO-500466,2024-05-02,Gamma Logistik AG,Bueromaterial,MAT-1082,22,9.07,199.54,11,normal,False,False,False,False,False,0.15723446634343974,False,unauffaellig
INV-100121,PO-500121,2024-11-27,Theta Werkzeuge,Verpackung,MAT-1004,49,195.62,9585.38,6,knapp_unter_grenze,False,True,True,True,True,0.07805799692875204,False,nur Regel
INV-DUP-14,PO-500005,2024-10-12,Eta Industriebedarf,Verpackung,MAT-1019,135,2.44,329.4,16,doppelte_rechnung,True,False,False,False,True,0.17030720065466637,False,nur Regel
INV-100020,PO-500020,2024-03-28,Gamma Logistik AG,Verpackung,MAT-1068,89,0.71,63.19,5,preisanomalie,False,True,False,False,True,0.11763945753208316,False,nur Regel
INV-100071,PO-500071,2024-10-20,Epsilon Rohstoffe,Werkzeuge,MAT-1053,41,49.39,2024.99,14,normal,False,False,False,False,False,0.15369942137339643,False,unauffaellig
INV-100106,PO-500106,2024-06-23,Delta Elektronik,Bueromaterial,MAT-1014,8,14.12,112.96,9,normal,False,False,False,False,False,0.12574822519823564,False,unauffaellig
INV-100270,PO-500270,2024-06-22,Epsilon Rohstoffe,Verpackung,MAT-1046,12,3.27,39.24,9,normal,True,False,False,False,True,0.13210880089886035,False,nur Regel
INV-100435,PO-500435,2024-03-19,Theta Werkzeuge,Verpackung,MAT-1085,20,3.02,60.4,13,normal,False,False,False,False,False,0.15936591493584906,False,unauffaellig
INV-100102,PO-500102,2024-02-27,Beta Metalltechnik,Rohmaterial,MAT-1046,130,9.67,1257.1,15,normal,False,False,False,False,False,0.17466959869208665,False,unauffaellig
